0 見出し (TRIE 用),1 左連接ID,2 右連接ID,3 コスト,4 見出し (解析結果表示用),5 品詞1,6 品詞2,7 品詞3,8 品詞4,9 品詞 (活用型),10 品詞 (活用形),11 読み,12 正規化表記,13 辞書形ID,14 分割タイプ,15 A単位分割情報,16 B単位分割情報,17 ※未使用
舞台藝術,5146,5146,8000,舞台藝術,名詞,普通名詞,一般,*,*,*,ブタイゲイジュツ,舞台芸術,*,*,*,*,*
